"Species_name","A_content","C_content","G_content","T_content","genome_length","G_plus_C","G_minus_C","A_plus_T","A_minus_T","GC_ratio","AT_ratio","GC_skew","AT_skew","id"
"Oryctolagus cuniculus papillomavirus 1",0.29358889623265,0.204890945142102,0.238995373430271,0.262524785194977,7565,0.443886318572373,0.0341044282881692,0.556113681427627,0.0310641110376735,1.16645161290323,1.11832829808661,0.0768314472900536,0.0558592821487997,2911
"Ostreid herpesvirus 1",0.314333370291989,0.192364984405054,0.194963338620028,0.298338306682928,207439,0.387328323025082,0.00259835421497404,0.612671676974918,0.0159950636090609,1.01350741780273,1.05361384458772,0.00670840230500204,0.0261070720423,2912
"Ostreococcus lucimarinus virus 1 isolate OlV1",0.290324936488975,0.205681824109672,0.203563920521234,0.300429318880119,191699,0.409245744630906,-0.00211790358843811,0.590754255369094,-0.0101043823911445,0.989703010474524,0.966366856507848,-0.00517513893845915,-0.0171042058509277,2913
"Ostreococcus mediterraneus virus 1 isolate OmV1",0.272331752034392,0.223076962871377,0.223123522382191,0.28146776271204,193301,0.446200485253568,4.65595108147254e-05,0.553799514746432,-0.0091360106776478,1.00020871501125,0.967541538009116,0.000104346616271084,-0.0164969640354974,2914
"Ostreococcus sp. virus isolate cult-1 type B DNA polymerase gene",0.3122172,0.1877828,0.2285068,0.2714932,442,0.4162896,0.04072398,0.5837104,0.04072398,1.216867,1.15,0.09782609,0.06976744,2915
"Ostreococcus tauri virus 2",0.28885791908204,0.207798968596977,0.208064682309432,0.295207934536818,184409,0.415863650906409,0.000265713712454374,0.584065853618858,-0.00635001545477715,1.00127870563674,0.978489685703264,0.00063894430752779,-0.0108720881651146,2916
"Ostreococcus virus isolate D12 DNA polymerase gene",0.312896405919662,0.19661733615222,0.224101479915433,0.266384778012685,473,0.420718816067653,0.0274841437632135,0.579281183932347,0.0465116279069767,1.13978494623656,1.17460317460317,0.0653266331658292,0.0802919708029197,2917
"Ostrinia furnacalis nucleopolyhedrovirus isolate Hb late expression factor 8 gene",0.348258706467662,0.205638474295191,0.172470978441128,0.27363184079602,603,0.378109452736318,-0.033167495854063,0.621890547263682,0.0746268656716418,0.838709677419355,1.27272727272727,-0.0877192982456141,0.12,2918
"Otaria flavescens adenovirus Spain/2010 hexon gene",0.2784314,0.2431373,0.2235294,0.2470588,255,0.4666667,-0.01960784,0.5254902,0.03137255,0.9193548,1.126984,-0.04201681,0.05970149,2919
"Otariid herpesvirus 2 DNA-dependent DNA polymerase gene",0.2590361,0.1746988,0.246988,0.313253,166,0.4216867,0.07228916,0.5722892,-0.05421687,1.413793,0.8269231,0.1714286,-0.09473684,2920
"Otarine adenovirus 2 isolate OtAdV-2 DNA-dependent DNA polymerase gene",0.3272059,0.2352941,0.1801471,0.2573529,272,0.4154412,-0.05514706,0.5845588,0.06985294,0.765625,1.271429,-0.1327434,0.1194969,2921
"Otomops polyomavirus 1 isolate KY159 major structural protein VP1 gene",0.3262195,0.2256098,0.2286585,0.2195122,328,0.4542683,0.00304878,0.5457317,0.1067073,1.013514,1.486111,0.006711409,0.1955307,2922
"Ouratea duparquetiana associated gemykibivirus isolate DF 138",0.263062244434348,0.282598818718764,0.245343025897319,0.208995910949568,2201,0.527941844616084,-0.0372557928214448,0.472058155383916,0.0540663334847796,0.868167202572347,1.25869565217391,-0.0705679862306368,0.114533205004812,2923
"Ovine adenovirus 1 strain S1 hexon gene",0.267254038179148,0.277533039647577,0.227606461086637,0.227606461086637,2724,0.505139500734214,-0.0499265785609398,0.494860499265786,0.039647577092511,0.82010582010582,1.1741935483871,-0.0988372093023256,0.0801186943620179,2924
"Ovine gammaherpesvirus 2 clone 2153 glycoprotein B gene",0.250771604938272,0.291280864197531,0.264660493827161,0.193287037037037,2592,0.555941358024691,-0.0266203703703703,0.444058641975309,0.0574845679012346,0.908609271523179,1.29740518962076,-0.047883414295628,0.129452649869679,2925
"Ovine Herpes Virus 2 isolate Ind_Ap_Nellore tegument protein gene",0.228813559322034,0.300847457627119,0.258474576271186,0.211864406779661,236,0.559322033898305,-0.0423728813559322,0.440677966101695,0.0169491525423729,0.859154929577465,1.08,-0.0757575757575758,0.0384615384615385,2926
"Ovine herpesvirus 1 isolate RKZ UL20 gene, partial cds; thymidine kinase gene, complete cds; and glycoprotein H gene",0.3081198,0.2012967,0.200988,0.2895956,3239,0.4022847,-0.0003087373,0.5977153,0.01852424,0.9984663,1.063966,-0.0007674597,0.03099174,2927
"Ovine hokovirus 1 strain HK-S01 non-structural protein (NS1), minor structural protein (VP2), and major structural protein (VP2) genes",0.240236235473424,0.249952371880358,0.268622594779958,0.24118879786626,5249,0.518574966660316,0.0186702228995999,0.481425033339684,-0.000952562392836726,1.07469512195122,0.996050552922591,0.0360029390154299,-0.00197863078749504,2928
"Ovine papillomavirus - 1",0.279731993299833,0.21852854013658,0.238500193274063,0.263239273289525,7761,0.457028733410643,0.0199716531374823,0.542971266589357,0.0164927200103079,1.09139150943396,1.06265296133138,0.0436989004792783,0.030374940673944,2929
"Ovine polyomavirus isolate ripollesa B5 major capsid protein (VP1) gene",0.2673267,0.2376238,0.2178218,0.2772277,202,0.4554455,-0.01980198,0.5445545,-0.00990099,0.9166667,0.9642857,-0.04347826,-0.01818182,2930
"Ovis aries papillomavirus type 4 isolate Sar1",0.281644753802526,0.218484145398299,0.239365815931941,0.260505284867234,7758,0.45784996133024,0.0208816705336427,0.54215003866976,0.0211394689352926,1.09557522123894,1.08114794656111,0.0456081081081081,0.0389919163100332,2931
"Owl adenovirus Aichi10341 Aichi10341 pol gene for DNA polymerase",0.308139534883721,0.253875968992248,0.207364341085271,0.23062015503876,516,0.461240310077519,-0.0465116279069767,0.538759689922481,0.0775193798449612,0.816793893129771,1.33613445378151,-0.100840336134454,0.143884892086331,2932
"Oxalis corniculata genomoviridae strain pt015-gen-1",0.250907441016334,0.295825771324864,0.246823956442831,0.206442831215971,2204,0.542649727767695,-0.0490018148820326,0.457350272232305,0.044464609800363,0.834355828220859,1.21538461538462,-0.0903010033444816,0.0972222222222222,2933
"Oxalis yellow vein virus strain USA:LA:01 segment DNA-A",0.24652386320932,0.227733934611048,0.246148064637354,0.279594137542277,2661,0.473881999248403,0.0184141300263059,0.526118000751597,-0.0330702743329576,1.08085808580858,0.881720430107527,0.0388580491673275,-0.0628571428571429,2934
"Oxyplax ochracea nucleopolyhedrovirus isolate 435",0.344438497512525,0.154679699221732,0.157390915232822,0.343490888032921,113971,0.312070614454554,0.00271121601109056,0.687929385545446,0.000947609479604483,1.01752793692212,1.00275876162256,0.00868782860516778,0.00137748074077856,2935
"Oyster herpes-like virus A3/A4 fragment",0.2671595,0.1974657,0.1510032,0.3843717,947,0.3484688,-0.04646251,0.6515312,-0.1172122,0.7647059,0.6950549,-0.1333333,-0.1799028,2936
"Pachytrina philargyria nucleopolyhedrovirus isolate 436 lef-8 gene",0.346938775510204,0.172335600907029,0.165532879818594,0.315192743764172,441,0.337868480725624,-0.00680272108843538,0.662131519274376,0.0317460317460317,0.960526315789474,1.10071942446043,-0.0201342281879195,0.0479452054794521,2937
"Pacific black duck adeno-associated virus isolate PBDAAV/PBD12.16-AU-2016 nonstructural protein 1, capsid protein, and assembly activation protein genes",0.288146837682441,0.244360902255639,0.232861565678903,0.234630694383016,4522,0.477222467934542,-0.0114993365767359,0.522777532065458,0.053516143299425,0.952941176470588,1.22808671065033,-0.0240963855421686,0.102368866328257,2938
"Pacific flying fox associated cyclovirus-1 isolate Tbat_H_103699",0.211128445137806,0.244929797191888,0.248569942797712,0.295371814872595,1923,0.4934997399896,0.00364014560582424,0.5065002600104,-0.0842433697347894,1.01486199575372,0.714788732394366,0.00737618545837724,-0.166324435318275,2939
"Paenibacillus phage Arcticfreeze",0.326496702840231,0.186120774702736,0.228724232826211,0.258658289630822,38518,0.414845007528947,0.0426034581234747,0.585154992471052,0.0678384132094086,1.22890221788255,1.26227040048178,0.102697290193379,0.115932383867962,2940
"Paguma larvata circovirus Pl-CV3 DNA",0.277804525758305,0.155512758786712,0.26432354357246,0.302359171882523,2077,0.419836302359172,0.108810784785749,0.580163697640828,-0.0245546461242176,1.69969040247678,0.918789808917197,0.259174311926606,-0.0423236514522822,2941
"Palaemonetes intermedius brackish grass shrimp associated circular virus isolate I0059",0.250763192324466,0.246402093327519,0.229829917139119,0.273004797208897,2293,0.476232010466638,-0.0165721761883995,0.523767989533362,-0.0222416048844309,0.932743362831858,0.9185303514377,-0.0347985347985348,-0.0424646128226478,2942
"Palaemonetes kadiakensis Mississippi grass shrimp associated circular virus isolate I0099",0.196306068601583,0.278627968337731,0.294459102902375,0.230606860158311,1895,0.573087071240105,0.0158311345646438,0.426912928759894,-0.0343007915567282,1.05681818181818,0.851258581235698,0.0276243093922652,-0.0803461063040791,2943
"Palaemonetes sp. common grass shrimp associated circular virus isolate I0006H",0.233052724856004,0.245015507310589,0.238369517058042,0.283562250775366,2257,0.483385024368631,-0.00664599025254761,0.516614975631369,-0.050509525919362,0.972875226039783,0.821875,-0.0137488542621448,-0.0977701543739279,2944
"Pan paniscus cytomegalovirus 1 isolate 3556 UL56 protein (UL56) and UL55 glycoprotein B (UL55) genes",0.226931567328918,0.327152317880795,0.255629139072848,0.190286975717439,2265,0.582781456953642,-0.071523178807947,0.417218543046358,0.036644591611479,0.781376518218624,1.19257540603248,-0.122727272727273,0.0878306878306878,2945
"Pan rhadino-herpesvirus 2 DNA polymerase (Pol) gene",0.3136842,0.2421053,0.2126316,0.2315789,475,0.4547368,-0.02947368,0.5452632,0.08210526,0.8782609,1.354545,-0.06481481,0.1505792,2946
"Pan troglodytes adenovirus clone 15.1 major capsid protein gene",0.262415054887611,0.299006795608991,0.250392054364872,0.188186095138526,1913,0.549398849973863,-0.0486147412441192,0.450601150026137,0.0742289597490852,0.837412587412587,1.39444444444444,-0.0884871550903901,0.164733178654292,2947
"Pancake tortoise adenovirus isolate R08-227 DNA-dependent DNA polymerase gene",0.2350333,0.3259424,0.1862528,0.2527716,451,0.5121951,-0.1396896,0.4878049,-0.01773836,0.5714286,0.9298246,-0.2727273,-0.03636364,2948
"Pandemis limitata granulovirus isolate M36-1 lef-8 gene",0.351314,0.1604426,0.1701245,0.3181189,723,0.3305671,0.009681881,0.6694329,0.03319502,1.060345,1.104348,0.0292887,0.04958678,2949
"Panicum streak virus - Karino",0.206284658040665,0.26358595194085,0.270240295748614,0.259889094269871,2705,0.533826247689464,0.00665434380776342,0.466173752310536,-0.0536044362292052,1.02524544179523,0.793741109530583,0.0124653739612189,-0.114988104678826,2950
"Panine herpesvirus 2 strain Heberling",0.191656953713805,0.307241784086243,0.309767843143761,0.191333419056191,241087,0.617009627230004,0.00252605905751863,0.382990372769996,0.000323534657613228,1.00822173020845,1.00169094693028,0.00409403507828409,0.000844759243615573,2951
"Panolis flammea multiple nucleocapsid polyhedrosis virus gene for polyhedrin",0.2597183,0.2005634,0.2214085,0.3183099,1775,0.4219718,0.02084507,0.5780282,-0.05859155,1.103933,0.8159292,0.0493992,-0.1013645,2952
"Panteoa phage Kyle",0.257694620599169,0.246282527881041,0.248701618193746,0.247321233326044,73168,0.494984146074787,0.00241909031270501,0.505015853925213,0.0103733872731249,1.00982241953385,1.04194297082228,0.00488720766490876,0.0205407160834619,2953
"Panthera leo gammaherpesvirus 1 glycoprotein B (gB) and DNA polymerase (DPOL) genes",0.3766389,0.2175209,0.1516687,0.2541716,3356,0.3691895,-0.06585221,0.6308105,0.1224672,0.6972603,1.481829,-0.1783697,0.1941427,2954
"Pantoea phage LIMElight",0.241727652314461,0.256656040946437,0.283257756027477,0.218358550711624,44546,0.539913796973915,0.0266017150810398,0.460086203026085,0.0233691016028375,1.10364733665705,1.10702169219698,0.0492703006112012,0.0507928763112954,2955
"Papaya begomovirus 1 isolate PapBV-1A.CD-PS segment DNA-A",0.258915834522111,0.226462196861626,0.226818830242511,0.287803138373752,2804,0.453281027104137,0.000356633380884458,0.546718972895863,-0.0288873038516405,1.00157480314961,0.899628252788104,0.000786782061369017,-0.0528375733855186,2956
"Papaya golden mosaic virus coat protein (AV1) gene",0.281746,0.218254,0.244709,0.255291,756,0.462963,0.02645503,0.537037,0.02645503,1.121212,1.103627,0.05714286,0.04926108,2957
"Papaya leaf crumple virus clone Moh7",0.2620614,0.2043129,0.2390351,0.2945906,2736,0.443348,0.03472222,0.556652,-0.03252924,1.169946,0.8895782,0.07831822,-0.05843729,2958
"Papaya severe leaf curl virus isolate PSB-14 segment DNA-A",0.265795206971678,0.216412490922295,0.230210602759622,0.287581699346405,2754,0.446623093681917,0.0137981118373275,0.553376906318083,-0.0217864923747276,1.06375838926175,0.924242424242424,0.0308943089430895,-0.0393700787401574,2959
"Papaya yellow leaf curl virus isolate DP2",0.261326567596955,0.201884740848133,0.239942007973904,0.296846683581008,2759,0.441826748822037,0.0380572671257702,0.558173251177963,-0.0355201159840522,1.18850987432675,0.88034188034188,0.0861361771944217,-0.0636363636363636,2960
"Paper mulberry leaf curling associated virus 1 isolate HY",0.293520942408377,0.18717277486911,0.25032722513089,0.268979057591623,3056,0.4375,0.0631544502617801,0.5625,0.0245418848167539,1.33741258741259,1.09124087591241,0.144353029169783,0.0436300174520069,2961
"Papiine herpesvirus 1 BHRF1 (BHRF1) gene",0.2302564,0.2076923,0.2215385,0.2887179,1950,0.4292308,0.01384615,0.5189744,-0.05846154,1.066667,0.7975133,0.03225806,-0.1126482,2962
"Papilio polyxenes densovirus",0.363348505838116,0.184642786463487,0.190579853552345,0.261428854146052,5053,0.375222640015832,0.00593706708885811,0.624777359984168,0.101919651692064,1.03215434083601,1.38985616956851,0.0158227848101266,0.163129553373456,2963
"Papillomaviridae FdPV-MY02 L1 (L1) gene",0.3121827,0.1903553,0.2335025,0.2639594,394,0.4238579,0.04314721,0.5761421,0.04822335,1.226667,1.182692,0.1017964,0.08370044,2964
"Papillomaviridae RPVne-OR02-zj isolate RPVnew-OR02-zj",0.275576662143826,0.209497964721845,0.254002713704206,0.260922659430122,7370,0.463500678426052,0.0445047489823609,0.536499321573948,0.0146540027137042,1.21243523316062,1.05616224648986,0.0960187353629977,0.0273141122913505,2965
"Papillomaviridae sp. isolate ctbe14",0.324080267558528,0.194648829431438,0.215217391304348,0.266053511705686,5980,0.409866220735786,0.0205685618729097,0.590133779264214,0.0580267558528428,1.10567010309278,1.21810182275299,0.0501835985312118,0.0983281382827996,2966
"Papillomavirus beaver/ASR/USA/2011 putative capsid protein L1 gene",0.284264,0.2115059,0.2284264,0.2758037,591,0.4399323,0.01692047,0.5600677,0.008460237,1.08,1.030675,0.03846154,0.01510574,2967
"Papillomavirus cat/EAA/USA/2001 L2 protein (L2) and L1 protein (L1) genes",0.3356757,0.1659459,0.2108108,0.2875676,1850,0.3767568,0.04486486,0.6232432,0.04810811,1.270358,1.167293,0.1190818,0.07718994,2968
"Papillomavirus dog/Jun2009/NZL L1 protein gene",0.229798,0.2525253,0.2045455,0.3131313,396,0.4570707,-0.0479798,0.5429293,-0.08333333,0.81,0.733871,-0.1049724,-0.1534884,2969
"Papillomavirus dog/Massey/NZL/2011 L1 protein (L1) gene",0.2515337,0.2852761,0.2269939,0.2361963,326,0.5122699,-0.05828221,0.4877301,0.01533742,0.7956989,1.064935,-0.1137725,0.03144654,2970
"Papillomavirus JL74",0.328559625447535,0.164417515835858,0.194712200495731,0.312310658220876,7262,0.359129716331589,0.0302946846598733,0.640870283668411,0.0162489672266594,1.18425460636516,1.05202821869489,0.0843558282208589,0.0253545337344221,2971
"Papillomavirus Mystacina/New Zealand/2013/1 L1 gene",0.250478011472275,0.282982791586998,0.183556405353728,0.282982791586998,523,0.466539196940727,-0.0994263862332696,0.533460803059273,-0.0325047801147227,0.648648648648649,0.885135135135135,-0.213114754098361,-0.060931899641577,2972
"Papillomavirus sylvilagi L1 protein gene",0.3263091,0.2190294,0.2177522,0.2369093,1566,0.4367816,-0.001277139,0.5632184,0.08939974,0.9941691,1.377358,-0.002923977,0.1587302,2973
"Papio anubis lymphocryptovirus 1 from Cameroon DNA polymerase (DPOL) gene",0.1371429,0.3942857,0.32,0.1485714,175,0.7142857,-0.07428571,0.2857143,-0.01142857,0.8115942,0.9230769,-0.104,-0.04,2974
"Papio cynocephalus associated smacovirus 2/ZM09-71 DNA",0.224873463485177,0.198481561822126,0.221619667389732,0.355025307302965,2766,0.420101229211858,0.0231381055676066,0.579898770788142,-0.130151843817787,1.11657559198543,0.633401221995927,0.0550774526678141,-0.224438902743142,2975
"Papio hamadryas adenovirus 1 hexon gene",0.2689623,0.272685,0.223825,0.2345277,2149,0.49651,-0.04885993,0.50349,0.03443462,0.8208191,1.146825,-0.09840675,0.06839187,2976
"Papio kindae associated smacovirus 1/ZM09-64 DNA",0.209119496855346,0.21501572327044,0.25746855345912,0.318396226415094,2544,0.47248427672956,0.0424528301886793,0.52751572327044,-0.109276729559748,1.19744058500914,0.65679012345679,0.0898502495840267,-0.207153502235469,2977
"Papio ursinus cytomegalovirus isolate OCOM4-52",0.234735761929194,0.265631358256223,0.264587498451903,0.235045381362679,226084,0.530218856708126,-0.00104385980432053,0.469781143291874,-0.000309619433484898,0.996070268920156,0.998682724877682,-0.00196873383719575,-0.000659071650503716,2978
"Papovavirus BKV region II VP-x gene",0.1752988,0.2908367,0.250996,0.2828685,251,0.5418327,-0.03984064,0.4581673,-0.1075697,0.8630137,0.6197183,-0.07352941,-0.2347826,2979
"Papper leaf curl Bangladesh virus defective genome",0.265171503957784,0.236147757255937,0.230870712401055,0.267810026385224,758,0.467018469656992,-0.00527704485488126,0.532981530343008,-0.00263852242744061,0.977653631284916,0.990147783251232,-0.0112994350282486,-0.00495049504950492,2980
"Parabacteroides phage YZ-2015a",0.258057538394982,0.197274497079818,0.230802509193165,0.313865455332035,4623,0.428077006272983,0.0335280121133463,0.571922993727017,-0.0558079169370538,1.16995614035088,0.822191592005514,0.078322385042951,-0.0975794251134644,2981
"Paracoccus phage Shpa",0.18057552076527,0.315987559133321,0.330754554245838,0.172682365855571,38261,0.646742113379159,0.0147669951125166,0.353257886620841,0.00789315490969916,1.04673283705542,1.0457090964129,0.0228328955344513,0.0223438887244747,2982
"Paramecium bursaria Chlorella virus 1",0.300316686377646,0.201342363079268,0.198323709737426,0.30001724080566,330611,0.399666072816694,-0.00301865334184284,0.600333927183306,0.000299445571986412,0.985007361115284,1.00099809454677,-0.00755293868345773,0.000498798349430915,2983
"Paramuricea placomus associated circular virus isolate I0351",0.239092495636998,0.263961605584642,0.235602094240838,0.261343804537522,2292,0.49956369982548,-0.0283595113438045,0.50043630017452,-0.0222513089005236,0.892561983471074,0.914858096828047,-0.056768558951965,-0.0444638186573671,2984
"Parapoxvirus of red deer in New Zealand gene for viral envelope antigen",0.1732852,0.2707581,0.3736462,0.1823105,554,0.6444043,0.1028881,0.3555957,-0.009025271,1.38,0.950495,0.1596639,-0.02538071,2985
"Parapoxvirus red deer/HL953 strain HL953",0.176466806209414,0.324429744036691,0.325136982876247,0.173902172437688,139981,0.649566726912938,0.000707238839556812,0.350368978647102,0.00256463377172617,1.0021799445105,1.01474756603541,0.0010887855092547,0.00731980833928026,2986
"Parapoxvirus sp. isolate HighG-C_2012_037 RNA polymerase subunit gene",0.1504,0.2992,0.3344,0.216,625,0.6336,0.0352,0.3664,-0.0656,1.11764705882353,0.696296296296296,0.0555555555555555,-0.179039301310044,2987
"Parapoxvirus strain BO29 putative viral core protein P4b gene",0.1635581,0.3098996,0.3414634,0.1850789,697,0.651363,0.03156385,0.348637,-0.0215208,1.101852,0.8837209,0.04845815,-0.0617284,2988
"Pareuchaetes pseudoinsulata nucleopolyhedrovirus isolate 175 lef-8 gene",0.224089635854342,0.291316526610644,0.280112044817927,0.203081232492997,714,0.571428571428571,-0.0112044817927171,0.427170868347339,0.0210084033613445,0.961538461538461,1.10344827586207,-0.0196078431372549,0.0491803278688525,2989
"Parsley severe stunt alphasatellite 1 isolate IR:Bagh:39Ba:Pars:18",0.312815338042381,0.179616548940464,0.219979818365288,0.287588294651867,991,0.399596367305752,0.0403632694248234,0.600403632694248,0.0252270433905146,1.2247191011236,1.08771929824561,0.101010101010101,0.0420168067226891,2990
"Parsley yellow leaf curl virus isolate IR:Ba:39Ba:Par:18",0.281036344008636,0.194674343288953,0.22274199352285,0.301547319179561,2779,0.417416336811803,0.0280676502338971,0.582583663188197,-0.0205109751709248,1.14417744916821,0.931980906921241,0.0672413793103449,-0.0352069178505251,2991
"Parthenium leaf curl alphasatellite",0.299422799422799,0.166666666666667,0.23015873015873,0.303751803751804,1386,0.396825396825397,0.0634920634920635,0.603174603174603,-0.00432900432900435,1.38095238095238,0.985748218527316,0.16,-0.007177033492823,2992
"Particoloured bat adenovirus 1 strain 145/07 DNA polymerase (pol) gene",0.286764705882353,0.180147058823529,0.194852941176471,0.338235294117647,272,0.375,0.0147058823529412,0.625,-0.0514705882352942,1.08163265306122,0.847826086956522,0.0392156862745098,-0.0823529411764707,2993
"Parus major densovirus isolate PmDNV-JL",0.275842044134727,0.202477739063105,0.220286488579172,0.301393728222997,5166,0.422764227642276,0.0178087495160666,0.577235772357724,-0.0255516840882695,1.08795411089866,0.915221579961464,0.0421245421245421,-0.0442655935613682,2994
"Parvoviridae sp. isolate DNUS-Bat-VP1-Esp capsid gene",0.286549707602339,0.239766081871345,0.243664717348928,0.230019493177388,513,0.483430799220273,0.00389863547758285,0.516569200779727,0.0565302144249513,1.01626016260163,1.24576271186441,0.00806451612903226,0.109433962264151,2995
"Parvovirinae sp. isolate RtAa-ParV/HuN2015 VP1 gene",0.368558382257012,0.193737769080235,0.245923026744945,0.191128506196999,1533,0.439660795825179,0.0521852576647097,0.559686888454012,0.177429876060013,1.26936026936027,1.92832764505119,0.118694362017804,0.317016317016317,2996
"Parvovirus 4-like MK-2012 isolate 135.1.2 NS1 gene, complete cds; and VP1 and VP2 genes",0.2828031,0.2175088,0.2343523,0.2607611,4809,0.4518611,0.01684342,0.5435642,0.022042,1.077438,1.08453,0.03727566,0.04055088,2997
"Parvovirus AC-2012 isolate CT-Par1 non-structural protein gene",0.3733333,0.16,0.2088889,0.2577778,225,0.3688889,0.04888889,0.6311111,0.1155556,1.305556,1.448276,0.1325301,0.1830986,2998
"Parvovirus AH0225 VP3 gene",0.310280373831776,0.235514018691589,0.237383177570093,0.216822429906542,1605,0.472897196261682,0.00186915887850467,0.527102803738318,0.0934579439252337,1.00793650793651,1.43103448275862,0.00395256916996046,0.177304964539007,2999
"Parvovirus B19 DNA",0.3006135,0.202454,0.2167689,0.2801636,489,0.4192229,0.01431493,0.5807771,0.0204499,1.070707,1.072993,0.03414634,0.03521127,3000
"Parvovirus fur seal/AAUST53/BR/2012 capsid protein gene",0.392857142857143,0.267857142857143,0.152597402597403,0.186688311688312,616,0.420454545454545,-0.11525974025974,0.579545454545455,0.206168831168831,0.56969696969697,2.10434782608696,-0.274131274131274,0.355742296918767,3001
"Parvovirus h-1",0.3164606,0.2177357,0.2252705,0.2405332,5176,0.4430062,0.007534776,0.5569938,0.07592736,1.034605,1.315663,0.01700829,0.1363163,3002
"Parvovirus NIH-CQV putative 15-kDa protein, putative replication associated protein (rep), and putative capsid protein (cap) genes",0.297883597883598,0.234920634920635,0.222751322751323,0.244444444444444,3780,0.457671957671958,-0.0121693121693122,0.542328042328042,0.0534391534391534,0.948198198198198,1.21861471861472,-0.0265895953757225,0.0985365853658536,3003
"Parvovirus NIH-CQV-Co",0.297828027372806,0.236239214519488,0.228503421600714,0.237429336506992,3361,0.464742636120202,-0.00773579291877419,0.535257363879798,0.0603986908658138,0.967254408060453,1.25438596491228,-0.0166453265044815,0.11284046692607,3004
"Parvovirus partridge/PA147/ITA/2008 nonstructural protein gene",0.3517316,0.1796537,0.1948052,0.2738095,924,0.3744589,0.01515152,0.6255411,0.07792208,1.084337,1.284585,0.04046243,0.1245675,3005
"Parvovirus USP336-5/Brazil/2009 nonstructural protein gene",0.2841649,0.2494577,0.2364425,0.2277657,461,0.4859002,-0.01301518,0.5119306,0.05639913,0.9478261,1.247619,-0.02678571,0.1101695,3006
"Parvovirus USP336-7/Brazil/2009 nonfunctional nonstructural protein gene",0.2954545,0.2458678,0.2231405,0.2355372,484,0.4690083,-0.02272727,0.5309917,0.05991736,0.907563,1.254386,-0.04845815,0.1128405,3007
"Parvovirus USP369-D/Brazil/2009 isolate USP369-D nonstructural protein gene",0.2928416,0.2494577,0.2299349,0.2277657,461,0.4793926,-0.01952278,0.5206074,0.06507592,0.9217391,1.285714,-0.04072398,0.125,3008
"Parvovirus USP369-E/Brazil/2009 isolate USP369-E nonstructural protein gene",0.2928416,0.2494577,0.2299349,0.2277657,461,0.4793926,-0.01952278,0.5206074,0.06507592,0.9217391,1.285714,-0.04072398,0.125,3009
"Parvovirus USP371-1/Brazil/2009 isolate USP371-1 nonstructural protein gene",0.2928416,0.2494577,0.2299349,0.2277657,461,0.4793926,-0.01952278,0.5206074,0.06507592,0.9217391,1.285714,-0.04072398,0.125,3010
"Parvovirus USP371-4/Brazil/2009 isolate USP371-4 nonstructural protein gene",0.2928416,0.2494577,0.2299349,0.2277657,461,0.4793926,-0.01952278,0.5206074,0.06507592,0.9217391,1.285714,-0.04072398,0.125,3011
"Parvovirus USP391-2/Brazil/2009 isolate USP391-2 nonstructural protein gene",0.2928416,0.2494577,0.2299349,0.2277657,461,0.4793926,-0.01952278,0.5206074,0.06507592,0.9217391,1.285714,-0.04072398,0.125,3012
"Parvovirus USP400-2B/Brazil/2010 isolate USP400-2B nonstructural protein gene",0.2885033,0.2494577,0.2321041,0.2299349,461,0.4815618,-0.01735358,0.5184382,0.05856833,0.9304348,1.254717,-0.03603604,0.1129707,3013
"Parvovirus USP400-4B/Brazil/2010 isolate USP400-4B nonstructural protein gene",0.2835498,0.2489177,0.2359307,0.2294372,462,0.4848485,-0.01298701,0.512987,0.05411255,0.9478261,1.235849,-0.02678571,0.1054852,3014
"Parvovirus USP400-8A/Brazil/2010 isolate USP400-8A nonstructural protein gene",0.2835498,0.2489177,0.2359307,0.2294372,462,0.4848485,-0.01298701,0.512987,0.05411255,0.9478261,1.235849,-0.02678571,0.1054852,3015
"Parvovirus USP400-9A/Brazil/2010 isolate USP400-9A nonstructural protein gene",0.2835498,0.2489177,0.2359307,0.2294372,462,0.4848485,-0.01298701,0.512987,0.05411255,0.9478261,1.235849,-0.02678571,0.1054852,3016
"Parvovirus YX-2010/CHN isolate CnPPV_JH13 nonstructural protein and structural protein genes",0.238243938280676,0.264511388684791,0.292983100661278,0.204261572373255,5444,0.557494489346069,0.0284717119764879,0.442505510653931,0.033982365907421,1.10763888888889,1.16636690647482,0.0510708401976936,0.0767953507679535,3017
"Paspalum dilatatum striate mosaic virus",0.226657163221668,0.255880256593015,0.263720598717035,0.253741981468282,2806,0.51960085531005,0.00784034212401996,0.48039914468995,-0.0270848182466144,1.03064066852368,0.893258426966292,0.0150891632373114,-0.056379821958457,3018
"Paspalum striate mosaic virus",0.233309659090909,0.246803977272727,0.247514204545455,0.272372159090909,2816,0.494318181818182,0.000710227272727293,0.505681818181818,-0.0390625,1.00287769784173,0.856584093872229,0.00143678160919544,-0.077247191011236,3019
"Passerid herpesvirus 1 DNA dependent DNA polymerase gene",0.2665245,0.2430704,0.2985075,0.1918977,469,0.5415778,0.0554371,0.4584222,0.07462687,1.22807,1.388889,0.1023622,0.1627907,3020
"Passerine adenovirus 1 isolate AU2787",0.225305216426193,0.267556250630612,0.269851679951569,0.237286852991625,39644,0.537407930582181,0.0022954293209565,0.462592069417819,-0.0119816365654324,1.00857924012445,0.949505687254172,0.00427129781741373,-0.025901085119145,3021
